age,income,loan_amount,interest_rate,term_months,dti,delinquencies,credit_history_years,home_ownership,purpose,employment_length,default
60,57619.43,24201.79,13.25,60,15.79,0,8.3,RENT,debt_consolidation,5-10,0
69,42203.92,1000.0,15.83,36,33.1,0,7.0,RENT,home_improvement,5-10,0
52,50155.06,31146.12,12.95,36,5.9,1,11.1,RENT,small_business,5-10,0
27,64017.01,11597.72,9.83,36,30.17,0,6.2,RENT,debt_consolidation,1-3,0
45,52529.72,16128.76,11.41,60,22.18,0,9.5,MORTGAGE,home_improvement,5-10,0
42,69706.07,19571.59,11.98,36,31.65,0,2.8,MORTGAGE,debt_consolidation,1-3,0
62,70456.88,20809.03,12.87,36,14.19,0,10.8,OWN,small_business,1-3,0
40,77779.66,17191.07,16.44,60,22.9,0,5.8,OWN,debt_consolidation,1-3,0
37,88471.19,22979.08,13.09,60,22.61,0,4.4,RENT,credit_card,5-10,0
24,79917.17,19152.57,6.39,36,26.34,0,3.4,OWN,home_improvement,5-10,0
61,41315.22,29087.05,9.75,60,11.52,0,3.1,MORTGAGE,credit_card,10+,0
58,41929.31,19178.62,12.66,36,28.36,0,6.1,MORTGAGE,debt_consolidation,3-5,0
23,58484.57,30717.08,16.5,36,3.54,0,14.0,RENT,debt_consolidation,10+,0
42,50976.49,22208.63,17.19,36,15.32,0,5.4,MORTGAGE,small_business,3-5,0
44,37233.47,1000.0,19.1,36,6.37,0,0.5,MORTGAGE,other,5-10,1
43,51166.16,35888.82,12.52,60,30.28,1,9.5,RENT,home_improvement,0-1,0
66,50509.74,10405.25,15.05,36,26.0,0,3.5,MORTGAGE,debt_consolidation,5-10,0
28,46563.05,26964.35,6.18,60,26.56,0,11.3,RENT,major_purchase,3-5,0
36,53684.21,15214.35,13.72,36,36.73,1,6.3,MORTGAGE,home_improvement,1-3,1
29,83569.02,23488.72,7.7,36,18.84,0,6.9,MORTGAGE,credit_card,0-1,0
32,63984.76,9492.17,11.75,36,28.1,1,12.8,OWN,debt_consolidation,1-3,1
65,109436.18,20005.96,24.12,36,22.66,0,10.5,OWN,debt_consolidation,0-1,0
67,63410.16,12974.48,13.21,60,21.14,0,3.0,MORTGAGE,debt_consolidation,3-5,0
23,54198.68,27632.02,8.54,60,35.07,0,3.6,MORTGAGE,home_improvement,3-5,0
51,60082.66,18509.35,13.63,60,42.82,0,0.9,MORTGAGE,debt_consolidation,10+,1
32,65129.84,22487.54,9.93,60,17.69,0,18.4,OWN,credit_card,3-5,0
30,68705.08,1000.0,8.16,36,30.34,0,4.5,MORTGAGE,credit_card,5-10,0
35,101534.23,14315.42,20.41,36,25.19,0,12.7,OWN,home_improvement,5-10,0
30,43093.59,18284.41,16.27,36,25.31,0,5.9,OWN,credit_card,5-10,0
45,77180.92,16788.92,13.38,60,24.47,0,3.7,RENT,credit_card,1-3,1
69,64155.01,22689.26,10.43,36,18.67,0,8.1,MORTGAGE,debt_consolidation,3-5,1
49,28578.05,12072.77,10.76,36,0.0,0,6.7,MORTGAGE,debt_consolidation,0-1,0
56,75413.98,15390.3,18.17,60,37.35,0,11.2,OWN,credit_card,5-10,0
45,85352.47,24449.81,13.23,36,15.05,0,11.3,MORTGAGE,credit_card,1-3,0
21,42856.47,1000.0,5.0,36,19.58,0,5.6,MORTGAGE,credit_card,3-5,0
25,59821.32,19714.8,21.68,36,19.8,1,2.2,RENT,credit_card,10+,1
34,25492.91,12328.92,12.73,36,14.16,0,3.2,RENT,debt_consolidation,5-10,0
32,34823.87,7701.46,13.37,36,24.4,1,0.5,RENT,debt_consolidation,1-3,0
62,80960.59,17692.35,16.35,60,21.56,1,6.9,RENT,home_improvement,3-5,0
62,50671.67,24819.61,13.86,60,14.83,0,8.0,RENT,credit_card,3-5,0
62,37823.94,23313.15,14.99,36,23.49,0,3.4,MORTGAGE,home_improvement,10+,0
52,64589.21,13919.1,10.31,60,21.67,0,2.9,RENT,debt_consolidation,5-10,0
48,49551.75,22005.93,7.08,60,31.28,0,7.9,MORTGAGE,major_purchase,1-3,0
52,50583.57,21944.54,13.12,60,8.6,0,5.5,MORTGAGE,credit_card,10+,0
40,74786.52,14301.03,17.73,60,13.95,0,7.1,RENT,home_improvement,1-3,0
53,36765.33,9455.36,9.41,60,29.25,1,6.5,OWN,credit_card,1-3,0
59,41892.7,9918.13,9.09,36,15.6,0,9.0,RENT,credit_card,0-1,1
58,63081.6,21702.83,16.88,36,12.97,0,5.7,MORTGAGE,major_purchase,1-3,0
51,79388.2,14662.83,10.17,36,16.1,0,6.0,OWN,debt_consolidation,3-5,0
23,84763.21,6630.54,10.36,36,20.99,1,0.5,MORTGAGE,debt_consolidation,1-3,0
56,46698.77,1521.1,10.51,60,21.03,0,7.8,MORTGAGE,debt_consolidation,0-1,0
38,78747.54,21654.65,11.74,60,19.9,0,8.4,MORTGAGE,other,0-1,0
57,44317.15,10625.77,5.71,36,11.71,0,7.3,OWN,other,10+,1
47,96524.19,17643.1,9.84,60,29.73,0,15.6,MORTGAGE,home_improvement,5-10,0
64,37324.58,24917.66,12.92,60,35.26,0,8.7,MORTGAGE,credit_card,5-10,0
37,86569.58,4528.6,12.89,36,2.9,0,7.4,MORTGAGE,debt_consolidation,5-10,0
66,46870.28,14638.9,16.63,60,6.46,0,10.0,RENT,small_business,5-10,0
62,100264.93,13634.45,19.36,36,32.03,0,16.5,MORTGAGE,debt_consolidation,0-1,0
37,71826.41,18037.94,18.05,36,37.7,0,9.0,MORTGAGE,debt_consolidation,10+,0
44,39679.67,24913.28,15.66,36,0.71,0,0.5,MORTGAGE,small_business,3-5,0
47,49555.23,4364.39,11.41,60,30.15,0,9.7,MORTGAGE,debt_consolidation,3-5,0
58,75623.62,19558.38,9.51,36,38.38,1,4.5,RENT,small_business,10+,0
54,81052.89,23252.19,12.07,36,13.38,0,0.5,OWN,major_purchase,1-3,0
62,58585.69,13508.98,14.34,60,37.8,1,14.8,MORTGAGE,small_business,1-3,0
39,60893.17,13900.42,15.29,60,20.22,0,13.9,MORTGAGE,home_improvement,10+,0
45,75167.06,18347.59,14.49,36,25.15,1,4.4,RENT,credit_card,3-5,0
42,62635.97,17758.54,11.52,36,14.81,0,4.4,RENT,home_improvement,3-5,1
65,34129.9,19658.82,15.15,60,32.01,0,8.6,RENT,small_business,10+,1
35,43740.52,19490.24,17.04,60,30.34,0,4.5,RENT,major_purchase,10+,0
49,64702.4,7144.22,15.52,36,39.25,0,7.5,MORTGAGE,small_business,10+,1
26,84309.65,22922.13,11.87,36,36.41,0,5.1,RENT,other,1-3,1
62,92319.65,24334.27,8.66,36,21.91,0,6.4,MORTGAGE,home_improvement,10+,1
39,75590.59,16488.66,8.57,60,53.08,0,2.4,OWN,other,5-10,0
37,65745.82,3046.76,9.28,36,35.51,0,11.3,MORTGAGE,debt_consolidation,5-10,0
49,74976.28,14082.03,13.03,60,27.41,0,12.8,OWN,other,0-1,1
45,46664.98,16555.25,14.08,36,12.03,0,7.6,MORTGAGE,other,3-5,0
62,56935.38,5843.2,6.34,60,6.7,0,7.9,OWN,debt_consolidation,1-3,0
47,43517.39,12118.9,9.98,36,7.55,0,10.5,RENT,credit_card,10+,0
46,35025.15,3725.04,12.97,60,12.66,0,8.0,MORTGAGE,credit_card,3-5,0
26,66670.98,19858.34,8.4,36,35.77,0,14.9,OWN,major_purchase,3-5,0
22,63710.27,16327.64,13.74,36,26.87,1,2.7,RENT,debt_consolidation,1-3,0
40,73753.05,1833.73,10.77,36,15.87,0,11.4,MORTGAGE,credit_card,3-5,0
69,70922.24,17811.72,9.11,36,20.64,1,7.5,MORTGAGE,credit_card,3-5,0
65,64852.89,14547.93,12.21,36,19.42,1,3.5,RENT,credit_card,5-10,1
51,71132.33,19131.31,13.57,60,30.0,0,17.0,MORTGAGE,other,3-5,0
51,59146.34,11867.74,8.61,60,13.21,0,17.5,RENT,credit_card,0-1,0
40,68257.83,8588.16,11.03,36,25.5,0,7.2,OWN,credit_card,3-5,0
29,45477.11,8833.24,13.87,36,25.0,0,9.8,RENT,small_business,1-3,0
21,67394.12,10694.64,8.95,36,13.51,0,6.1,RENT,debt_consolidation,3-5,0
37,73368.35,15150.6,5.37,60,37.88,2,6.8,RENT,debt_consolidation,3-5,0
36,46606.37,16183.67,5.85,36,19.04,0,3.5,MORTGAGE,debt_consolidation,0-1,0
30,61036.64,13474.24,10.33,36,12.07,1,2.9,RENT,other,1-3,0
33,47527.95,11613.44,6.73,36,30.53,1,15.4,RENT,small_business,5-10,0
22,49469.87,12188.77,10.61,36,22.54,1,7.8,RENT,home_improvement,3-5,0
50,37501.41,35061.8,18.66,36,26.08,0,8.2,RENT,debt_consolidation,0-1,0
66,85315.5,8834.2,6.49,36,10.15,0,4.8,MORTGAGE,credit_card,3-5,1
54,81313.7,10536.22,10.87,36,30.12,0,8.8,RENT,credit_card,3-5,1
42,70748.68,41350.83,20.53,60,43.72,1,2.0,OWN,credit_card,1-3,1
41,99443.92,18368.11,13.63,36,9.37,0,4.9,OWN,debt_consolidation,0-1,0
36,56215.09,3960.15,10.53,60,25.54,0,3.2,RENT,debt_consolidation,1-3,0
27,120635.25,21741.5,11.37,36,14.15,0,13.2,MORTGAGE,other,5-10,0
50,55449.41,7719.69,13.72,60,48.9,0,1.4,MORTGAGE,home_improvement,1-3,0
48,65103.87,22272.49,18.78,60,34.4,0,3.3,MORTGAGE,debt_consolidation,10+,1
21,52044.44,13312.3,9.88,36,24.82,0,0.5,OWN,other,3-5,0
41,67446.51,11481.63,8.97,60,9.72,0,4.4,RENT,credit_card,5-10,0
34,76712.3,27873.32,6.48,36,12.14,0,6.2,MORTGAGE,major_purchase,10+,0
29,57721.67,19531.21,12.41,36,29.46,0,11.9,MORTGAGE,debt_consolidation,1-3,0
55,95534.4,22783.92,6.38,60,8.38,0,7.1,OWN,other,3-5,0
46,64782.99,18479.36,10.14,60,8.69,2,6.4,MORTGAGE,debt_consolidation,1-3,0
52,65409.71,11444.44,8.37,36,22.09,0,9.2,OWN,other,0-1,0
55,41820.05,19890.84,16.3,36,23.33,0,6.2,MORTGAGE,major_purchase,5-10,0
69,68369.98,24673.72,9.97,36,25.8,0,17.6,RENT,debt_consolidation,0-1,0
60,57319.46,16077.9,13.59,36,17.6,0,5.6,OWN,debt_consolidation,10+,0
51,47835.21,29413.14,5.58,60,31.2,2,9.7,OWN,small_business,5-10,0
64,44470.51,21803.9,12.53,36,13.38,1,11.3,MORTGAGE,debt_consolidation,5-10,0
44,113435.27,16695.86,7.19,60,28.27,0,5.5,MORTGAGE,debt_consolidation,3-5,0
69,54730.45,17011.89,10.3,36,24.14,3,8.7,MORTGAGE,home_improvement,10+,0
58,30860.29,16097.9,20.84,60,28.01,0,6.0,MORTGAGE,debt_consolidation,0-1,0
52,46035.57,4990.09,15.73,60,33.82,0,9.1,OWN,credit_card,5-10,1
65,58968.64,14279.42,11.49,60,17.45,1,8.4,RENT,credit_card,1-3,1
46,70933.34,16769.49,24.8,36,15.39,0,7.4,MORTGAGE,debt_consolidation,0-1,0
56,71095.93,11671.32,8.34,36,5.12,0,3.4,RENT,credit_card,1-3,0
34,73532.29,17701.42,16.66,36,1.81,0,15.5,RENT,debt_consolidation,1-3,0
68,47102.79,15170.46,5.87,60,20.24,0,10.3,RENT,other,1-3,0
51,66808.81,21189.54,11.02,60,20.92,1,1.6,OWN,debt_consolidation,5-10,0
59,42478.81,20304.9,6.61,36,11.14,0,6.3,OWN,home_improvement,3-5,0
43,47607.14,16337.23,13.03,36,13.29,0,1.7,MORTGAGE,home_improvement,10+,0
63,41645.82,4062.3,12.22,36,37.23,0,11.0,MORTGAGE,major_purchase,5-10,0
24,36232.22,29325.78,10.77,36,30.76,1,7.9,RENT,debt_consolidation,5-10,0
26,81284.19,13864.87,16.37,36,9.38,1,8.0,RENT,debt_consolidation,10+,0
45,73772.23,14352.91,9.73,36,17.58,1,4.6,MORTGAGE,credit_card,5-10,0
56,79533.31,12259.83,13.31,60,26.06,0,6.7,MORTGAGE,home_improvement,0-1,0
60,60786.26,11092.71,15.28,36,15.74,0,11.1,MORTGAGE,major_purchase,1-3,0
42,75536.15,27352.46,6.07,60,13.91,0,12.2,RENT,debt_consolidation,3-5,1
52,24774.21,26088.35,9.01,36,18.62,0,11.4,MORTGAGE,major_purchase,1-3,1
48,77261.75,18555.15,12.22,36,32.91,0,1.8,MORTGAGE,debt_consolidation,10+,0
68,63542.4,14140.0,14.52,60,33.81,0,7.3,OWN,credit_card,3-5,0
53,72542.19,19952.94,17.68,60,14.65,1,9.0,MORTGAGE,credit_card,10+,0
41,67600.47,15590.38,11.14,36,26.61,0,5.1,RENT,debt_consolidation,3-5,0
68,40258.9,13478.22,10.73,60,21.94,1,1.4,MORTGAGE,other,10+,0
26,30039.2,17704.85,8.51,36,11.92,0,2.9,MORTGAGE,home_improvement,0-1,0
69,45758.92,11470.74,13.32,36,19.03,0,14.0,OWN,debt_consolidation,3-5,0
28,71298.35,17018.11,10.81,60,9.36,0,3.2,RENT,debt_consolidation,10+,0
35,73801.83,16633.77,10.9,60,33.63,0,8.2,OWN,major_purchase,3-5,1
61,32641.15,19823.49,11.62,36,37.52,1,7.4,MORTGAGE,small_business,5-10,0
56,40378.01,10046.9,14.21,60,17.89,0,7.4,MORTGAGE,debt_consolidation,1-3,0
68,45535.29,20681.09,9.75,60,15.51,0,6.7,OWN,debt_consolidation,5-10,0
57,52853.9,7749.51,8.91,36,32.55,0,11.2,OTHER,home_improvement,5-10,0
52,32758.98,10419.47,13.73,36,34.16,0,8.1,RENT,credit_card,5-10,0
37,31558.96,10768.6,5.0,36,10.86,1,5.5,RENT,debt_consolidation,3-5,1
21,43563.29,6423.59,9.59,36,20.52,0,8.2,RENT,credit_card,5-10,0
27,61725.08,23125.3,7.39,60,21.41,0,2.9,MORTGAGE,credit_card,3-5,0
35,36388.11,7247.58,16.81,36,14.29,0,9.9,MORTGAGE,debt_consolidation,3-5,0
23,57683.93,9408.67,10.24,36,25.86,0,5.3,MORTGAGE,credit_card,5-10,1
45,81171.06,25043.26,9.76,36,15.0,0,5.5,MORTGAGE,debt_consolidation,1-3,0
59,33964.41,10435.34,11.81,36,16.6,0,10.1,OWN,debt_consolidation,5-10,0
68,55871.08,13494.86,9.62,60,20.99,0,6.4,RENT,other,1-3,0
44,80495.13,6903.77,10.39,36,7.11,0,6.6,MORTGAGE,debt_consolidation,0-1,1
63,51634.63,21663.61,12.39,36,1.44,1,12.7,OWN,debt_consolidation,5-10,0
69,48526.61,21773.89,10.31,36,31.18,0,4.1,OWN,small_business,3-5,0
63,83269.92,20911.57,10.28,60,14.6,0,10.0,RENT,other,5-10,0
43,53875.96,19300.24,7.96,60,43.35,0,11.8,RENT,small_business,10+,0
36,82089.9,15588.71,7.38,60,41.72,0,12.7,OWN,debt_consolidation,3-5,0
68,68579.31,10804.99,12.24,36,16.94,0,16.7,RENT,home_improvement,10+,0
32,53143.11,8480.25,13.23,36,45.39,1,5.4,OTHER,home_improvement,3-5,1
41,69593.81,25319.24,6.29,60,31.38,0,4.5,RENT,major_purchase,1-3,1
24,66408.99,21118.43,15.04,60,15.55,0,11.3,MORTGAGE,debt_consolidation,5-10,1
59,80417.66,9453.57,15.06,36,0.0,1,11.8,RENT,credit_card,1-3,0
52,49033.09,15318.65,15.9,60,28.88,1,4.8,MORTGAGE,debt_consolidation,10+,1
25,60824.12,12599.08,13.2,36,22.31,0,9.9,OWN,home_improvement,3-5,0
31,58769.69,5974.31,14.55,36,26.31,1,18.9,RENT,debt_consolidation,0-1,0
48,74082.96,16421.21,20.74,60,19.71,0,8.4,RENT,credit_card,5-10,0
47,39496.42,11676.06,10.79,36,10.56,0,11.7,RENT,home_improvement,1-3,0
60,80339.54,7379.71,7.82,60,17.73,1,14.3,MORTGAGE,small_business,0-1,0
34,69326.58,3166.94,5.86,60,29.07,0,18.0,RENT,other,0-1,1
66,33661.5,2489.57,19.02,60,18.46,1,9.0,RENT,home_improvement,10+,0
42,84165.26,12028.59,19.08,36,18.4,0,13.0,MORTGAGE,debt_consolidation,0-1,0
61,104681.86,14319.24,8.3,60,6.81,1,4.8,MORTGAGE,small_business,3-5,0
32,80036.68,7997.59,9.09,60,22.91,0,8.1,OWN,debt_consolidation,3-5,0
22,88539.7,20205.92,10.7,36,10.88,1,6.2,RENT,debt_consolidation,10+,0
23,61707.43,14475.63,16.9,36,31.19,1,0.5,MORTGAGE,credit_card,10+,0
39,26769.9,19615.08,6.85,36,14.66,0,1.6,RENT,home_improvement,10+,0
67,23117.59,13536.71,5.0,36,19.04,1,9.7,MORTGAGE,debt_consolidation,3-5,0
23,65101.64,8703.06,20.67,60,43.64,0,9.8,RENT,debt_consolidation,3-5,0
39,48160.42,15912.94,13.25,36,18.93,1,3.8,OTHER,debt_consolidation,5-10,0
26,41708.47,4898.6,13.82,60,17.59,0,14.2,MORTGAGE,home_improvement,1-3,0
66,58745.07,19315.51,11.18,36,27.86,0,3.6,MORTGAGE,home_improvement,0-1,0
54,72311.71,7502.81,13.86,36,4.15,0,9.0,MORTGAGE,credit_card,10+,0
58,30944.85,22345.86,5.94,60,34.51,0,6.3,OTHER,credit_card,0-1,1
55,51022.45,12292.35,8.64,36,31.94,0,8.4,MORTGAGE,small_business,3-5,0
53,90197.41,23500.27,12.42,36,27.24,1,11.6,MORTGAGE,credit_card,1-3,0
58,38494.23,6019.01,5.0,36,0.0,2,11.0,MORTGAGE,credit_card,0-1,1
21,77395.22,9577.84,10.79,36,19.41,1,10.8,RENT,credit_card,10+,0
63,50305.38,18047.48,10.54,36,9.27,0,10.3,MORTGAGE,home_improvement,1-3,0
57,70915.88,24363.98,10.79,60,33.24,2,2.9,MORTGAGE,major_purchase,3-5,0
57,81946.55,28332.87,9.8,36,32.53,0,12.5,MORTGAGE,debt_consolidation,1-3,0
40,74825.64,15330.93,8.02,60,25.88,0,3.8,MORTGAGE,small_business,3-5,0
60,78183.19,29701.97,5.0,60,9.97,1,7.6,MORTGAGE,credit_card,5-10,0
39,36968.13,12682.68,12.58,36,36.94,0,6.6,MORTGAGE,other,5-10,0
23,82273.19,23790.14,10.8,36,19.38,0,9.4,MORTGAGE,credit_card,3-5,0
65,42946.14,7462.55,6.5,36,40.05,0,6.1,MORTGAGE,credit_card,3-5,0
32,65190.84,18361.6,12.25,60,24.65,0,7.4,RENT,debt_consolidation,1-3,0
25,65164.92,1000.0,10.82,36,27.07,0,14.5,RENT,credit_card,3-5,0
51,69702.45,6027.27,10.16,36,17.4,0,2.8,OWN,credit_card,10+,0
32,66739.13,18733.41,5.0,36,36.07,0,8.0,RENT,small_business,5-10,0
63,43123.8,4500.49,14.73,36,28.08,0,3.5,MORTGAGE,small_business,0-1,0
42,33002.65,18415.6,7.07,60,36.43,0,10.7,MORTGAGE,credit_card,10+,0
21,77446.97,22251.66,12.25,36,23.78,0,5.1,RENT,small_business,5-10,0
67,63716.69,10989.44,8.77,36,21.53,1,8.2,MORTGAGE,small_business,5-10,0
46,82987.54,7248.38,10.45,36,27.95,0,2.7,MORTGAGE,other,5-10,0
33,59105.34,11206.51,16.61,60,36.43,0,13.2,OTHER,credit_card,10+,1
54,31896.71,7273.5,14.13,60,32.17,0,8.3,RENT,debt_consolidation,0-1,0
46,79322.59,14190.29,16.52,36,23.38,1,8.6,OWN,other,3-5,0
22,52592.59,15816.72,13.32,36,3.43,0,11.3,MORTGAGE,credit_card,10+,0
58,66840.07,12551.92,13.58,60,30.1,0,3.0,MORTGAGE,credit_card,3-5,0
40,47050.81,28394.87,5.0,36,7.61,0,5.5,MORTGAGE,credit_card,5-10,0
55,92886.03,9244.77,10.73,36,22.35,0,8.7,MORTGAGE,debt_consolidation,1-3,0
64,42468.7,26131.47,11.1,36,20.84,0,1.0,RENT,debt_consolidation,1-3,0
50,53251.4,6670.09,16.89,36,7.82,1,1.4,OWN,debt_consolidation,10+,0
53,62148.97,15582.22,9.98,36,25.73,1,4.7,MORTGAGE,credit_card,1-3,0
33,38156.35,24464.84,13.06,36,43.54,0,3.4,RENT,credit_card,3-5,0
32,66610.39,24050.86,12.9,36,18.87,0,6.6,MORTGAGE,credit_card,1-3,0
41,92238.21,11637.94,16.63,36,29.66,0,10.1,MORTGAGE,debt_consolidation,10+,1
62,50190.76,19440.56,11.47,36,45.56,1,11.0,MORTGAGE,debt_consolidation,1-3,0
46,67902.86,18369.43,15.31,36,30.63,0,15.2,MORTGAGE,credit_card,10+,0
38,15000.0,10680.49,5.18,36,15.55,1,7.9,RENT,debt_consolidation,1-3,0
59,59221.42,19927.6,5.54,60,24.37,0,8.6,OWN,small_business,10+,0
62,53739.15,29899.94,5.0,60,26.81,0,7.9,MORTGAGE,credit_card,1-3,1
65,43630.05,18773.61,15.14,60,36.34,0,9.3,MORTGAGE,credit_card,10+,1
35,81629.01,19530.85,14.69,36,34.14,1,9.6,MORTGAGE,credit_card,3-5,0
55,53475.13,20377.24,15.59,36,0.0,0,11.7,RENT,home_improvement,0-1,0
49,56450.45,3312.19,9.29,36,13.44,0,11.7,MORTGAGE,debt_consolidation,1-3,1
42,52456.14,18681.8,9.75,60,21.3,0,10.1,RENT,major_purchase,5-10,0
40,21663.68,6865.92,11.52,36,11.85,0,14.0,OWN,debt_consolidation,5-10,0
26,37360.27,10280.9,17.77,36,0.0,1,8.1,OTHER,credit_card,1-3,0
34,79221.87,32295.53,18.78,60,14.74,0,5.6,RENT,credit_card,1-3,0
47,17800.99,12973.91,15.18,36,21.96,0,6.2,RENT,credit_card,5-10,1
64,44673.69,9078.61,13.32,36,16.75,0,7.6,OWN,home_improvement,5-10,0
63,52005.6,24220.66,17.34,36,12.03,0,3.7,MORTGAGE,major_purchase,5-10,0
30,94872.44,7418.58,10.98,60,22.41,0,5.5,RENT,credit_card,3-5,0
54,75372.08,11420.65,10.44,60,25.43,0,3.4,RENT,debt_consolidation,1-3,0
25,48856.59,24992.42,11.48,36,17.31,1,9.4,OWN,home_improvement,3-5,0
54,86090.27,15342.14,8.09,60,35.72,0,9.4,MORTGAGE,credit_card,0-1,0
37,45189.68,2507.22,11.3,36,22.58,0,0.9,RENT,credit_card,10+,0
43,80182.0,19351.92,7.53,36,13.28,0,5.4,MORTGAGE,credit_card,1-3,0
56,32822.46,11828.27,16.1,60,10.75,0,15.3,MORTGAGE,credit_card,3-5,0
41,81465.16,27318.81,14.17,60,19.87,0,10.5,OWN,home_improvement,1-3,0
60,51877.33,10150.5,17.72,60,33.13,0,9.8,RENT,credit_card,1-3,0
47,39429.92,23409.81,5.48,60,13.76,1,5.3,OWN,small_business,5-10,0
69,55657.13,29205.58,19.61,36,27.96,0,9.1,RENT,major_purchase,5-10,0
52,65546.88,8192.45,5.71,36,22.95,0,7.9,OWN,credit_card,5-10,0
35,50105.03,13454.3,7.21,36,41.93,0,4.8,MORTGAGE,debt_consolidation,0-1,0
58,71079.07,18109.0,9.52,36,25.9,0,6.0,RENT,debt_consolidation,10+,0
40,48340.12,8141.23,17.23,36,15.02,1,6.1,RENT,debt_consolidation,10+,0
47,72407.45,17162.36,12.9,36,29.36,0,2.0,RENT,debt_consolidation,10+,1
27,68844.44,13200.64,11.02,36,29.7,0,2.7,RENT,debt_consolidation,1-3,0
26,58781.54,13039.46,8.83,60,18.03,1,7.2,RENT,home_improvement,3-5,0
49,51172.35,15391.51,6.5,36,10.36,0,4.6,OWN,debt_consolidation,10+,0
30,63030.82,15570.12,16.53,36,27.36,0,6.8,MORTGAGE,debt_consolidation,5-10,0
69,71005.07,16311.05,15.19,60,22.64,2,1.6,RENT,credit_card,0-1,0
62,101235.98,10209.39,17.41,60,6.83,1,11.2,RENT,major_purchase,10+,0
55,78788.41,10558.63,13.59,36,24.55,0,16.3,MORTGAGE,debt_consolidation,5-10,0
57,79519.8,14051.3,5.0,60,15.63,0,12.1,MORTGAGE,other,5-10,0
50,121770.24,14641.94,7.02,60,6.84,0,12.5,MORTGAGE,small_business,3-5,1
23,70319.17,11489.21,13.86,60,18.48,0,10.5,OWN,small_business,5-10,0
40,69692.87,17591.52,10.52,36,34.83,1,9.1,RENT,home_improvement,5-10,0
45,74080.3,1000.0,9.76,36,34.08,0,8.3,RENT,major_purchase,3-5,0
65,39820.68,9156.27,7.59,60,31.47,0,4.3,MORTGAGE,credit_card,5-10,0
31,51121.97,12760.58,15.79,36,24.69,0,10.8,MORTGAGE,home_improvement,1-3,0
45,49876.61,8151.08,13.82,60,27.96,0,10.5,OWN,debt_consolidation,1-3,1
37,72952.28,28033.58,14.0,60,22.99,0,6.1,OWN,debt_consolidation,10+,0
27,56516.51,15150.89,9.47,60,10.95,0,10.1,OWN,other,1-3,0
26,62764.47,16414.16,12.71,60,12.94,1,5.2,RENT,credit_card,0-1,0
38,81749.09,11134.15,6.65,36,15.93,0,5.5,RENT,debt_consolidation,5-10,0
25,77263.01,14873.77,11.48,60,36.01,1,11.1,OTHER,debt_consolidation,5-10,0
24,56765.58,5277.97,5.0,60,32.77,0,9.7,RENT,credit_card,5-10,0
38,46600.1,13641.46,5.73,36,11.2,0,7.1,RENT,small_business,1-3,0
30,82705.49,7503.93,10.71,60,22.53,1,6.6,MORTGAGE,small_business,3-5,1
48,75477.82,12780.77,21.5,60,17.97,0,8.7,OWN,debt_consolidation,0-1,0
21,27874.86,1000.0,5.0,60,20.45,0,0.7,OTHER,debt_consolidation,0-1,0
35,53736.92,5975.97,7.03,36,16.64,2,5.0,RENT,debt_consolidation,1-3,0
43,63310.31,26711.41,12.87,36,36.06,0,2.9,MORTGAGE,home_improvement,3-5,1
68,75576.59,21643.18,19.08,60,21.81,0,8.0,RENT,credit_card,3-5,0
52,78202.03,25552.31,12.81,36,24.16,0,12.4,RENT,major_purchase,1-3,0
64,65678.12,26101.77,14.81,60,24.24,0,9.9,OWN,credit_card,10+,1
37,71704.95,20383.9,10.65,36,11.72,1,6.0,MORTGAGE,debt_consolidation,10+,0
43,61282.74,11377.05,9.96,36,23.09,1,5.2,OWN,debt_consolidation,0-1,0
41,46522.97,6701.99,12.33,36,32.62,1,5.0,RENT,debt_consolidation,5-10,0
64,54774.71,24173.96,9.37,60,36.73,0,16.0,OWN,home_improvement,3-5,0
68,60379.82,15516.54,14.9,36,10.52,1,8.3,RENT,credit_card,3-5,1
68,59306.41,34952.18,5.57,60,6.81,1,8.8,MORTGAGE,other,3-5,0
57,22288.54,12079.22,15.56,60,22.62,2,0.5,MORTGAGE,debt_consolidation,5-10,0
45,52050.33,30783.17,12.16,60,33.09,0,3.3,MORTGAGE,other,1-3,0
47,61124.11,13745.67,11.14,36,25.6,0,7.8,OWN,debt_consolidation,3-5,0
69,54372.6,25688.39,5.43,36,28.8,0,6.0,MORTGAGE,debt_consolidation,1-3,0
34,55063.52,28573.53,8.08,60,8.4,0,8.5,MORTGAGE,debt_consolidation,0-1,1
37,69759.83,6816.4,16.79,36,16.28,0,8.5,RENT,debt_consolidation,3-5,0
64,38420.86,11120.02,11.17,36,0.04,0,10.4,RENT,debt_consolidation,1-3,0
39,27439.16,6736.17,13.11,60,20.58,0,0.5,MORTGAGE,debt_consolidation,5-10,0
32,53036.6,5160.44,8.48,36,0.36,0,3.6,MORTGAGE,credit_card,5-10,1
48,75282.29,20336.53,11.88,36,35.33,2,7.6,RENT,major_purchase,1-3,0
36,93751.06,13426.97,6.51,60,37.55,0,5.4,MORTGAGE,major_purchase,10+,0
64,75642.56,15418.93,12.4,36,23.41,0,6.8,MORTGAGE,small_business,1-3,0
65,30634.72,19449.91,13.48,36,6.87,0,8.4,MORTGAGE,major_purchase,5-10,1
35,55352.66,1000.0,13.28,36,25.76,0,5.0,OTHER,other,1-3,0
46,65132.69,25294.13,8.39,60,40.59,1,8.8,RENT,debt_consolidation,1-3,0
